name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played
Stephen Graham,SHOOTING GUARD,23,CLEVELAND CAVALIERS,0,1,8,9,4,13,3,3,2,7,23,36,2006,0.424,13
Danny Granger,SMALL FORWARD,22,INDIANA PACERS,30,93,115,148,131,253,90,58,62,80,211,587,2006,0.462,78
Brian Grant,CENTER,33,PHOENIX SUNS,0,0,7,8,11,46,7,5,3,7,45,61,2006,0.415,21
Devin Green,SHOOTING GUARD,23,LOS ANGELES LAKERS,0,2,13,21,10,14,7,3,0,5,13,25,2006,0.214,27
Gerald Green,SHOOTING GUARD,20,BOSTON CELTICS,6,20,29,37,10,31,18,13,4,22,41,167,2006,0.478,32
Willie Green,SHOOTING GUARD,24,PHILADELPHIA 76ERS,10,19,4,5,1,14,5,2,0,12,13,70,2006,0.424,10
Orien Greene,POINT GUARD,23,BOSTON CELTICS,9,40,45,68,37,108,129,77,10,109,181,254,2006,0.395,80
Adrian Griffin,SHOOTING GUARD,31,DALLAS MAVERICKS,0,2,41,53,75,152,89,51,9,39,113,237,2006,0.48,52
Eddie Griffin,CENTER,23,MINNESOTA TIMBERWOLVES,16,82,44,74,107,282,40,13,148,43,125,320,2006,0.351,70
Anthony Grundy,SHOOTING GUARD,26,ATLANTA HAWKS,5,15,9,14,1,16,9,7,0,9,14,52,2006,0.5,12
Richard Hamilton,SHOOTING GUARD,27,DETROIT PISTONS,55,120,256,303,84,172,275,52,16,173,207,1609,2006,0.491,80
Zendon Hamilton,CENTER,30,CLEVELAND CAVALIERS,0,0,11,16,3,8,0,3,0,6,4,25,2006,0.5,11
Zendon Hamilton,CENTER,30,CLEVELAND CAVALIERS,0,0,11,16,3,8,0,3,0,6,4,25,2006,0.538,11
Zendon Hamilton,CENTER,30,CLEVELAND CAVALIERS,0,0,11,16,3,8,0,3,0,6,4,25,2006,0.0,11
Zendon Hamilton,CENTER,30,PHILADELPHIA 76ERS,0,0,1,2,0,0,0,1,0,0,1,1,2006,0.5,1
Zendon Hamilton,CENTER,30,PHILADELPHIA 76ERS,0,0,1,2,0,0,0,1,0,0,1,1,2006,0.538,1
Zendon Hamilton,CENTER,30,PHILADELPHIA 76ERS,0,0,1,2,0,0,0,1,0,0,1,1,2006,0.0,1
Anfernee Hardaway,SMALL FORWARD,34,NEW YORK KNICKS,0,1,2,2,0,10,8,2,0,6,7,10,2006,0.286,4
Matt Harpring,SMALL FORWARD,29,UTAH JAZZ,14,39,227,313,158,210,98,59,14,109,202,885,2006,0.475,71
Al Harrington,POWER FORWARD,25,ATLANTA HAWKS,66,191,243,350,132,391,238,85,14,195,301,1411,2006,0.452,76
Othella Harrington,CENTER,32,CHICAGO BULLS,0,0,77,123,54,100,39,7,13,61,131,347,2006,0.495,72
Devin Harris,POINT GUARD,22,DALLAS MAVERICKS,5,21,169,236,26,99,177,53,16,84,121,554,2006,0.469,56
David Harrison,CENTER,23,INDIANA PACERS,0,0,89,174,84,170,14,23,59,79,193,385,2006,0.503,67
Jason Hart,POINT GUARD,27,SACRAMENTO KINGS,9,31,37,56,12,59,70,31,5,43,85,218,2006,0.389,66
Udonis Haslem,POWER FORWARD,25,MIAMI HEAT,0,2,157,199,167,467,95,50,17,80,216,757,2006,0.508,81
Trenton Hassell,SHOOTING GUARD,26,MINNESOTA TIMBERWOLVES,7,23,131,176,82,134,203,43,29,124,201,710,2006,0.464,77
Chuck Hayes,POWER FORWARD,22,HOUSTON ROCKETS,0,1,29,45,67,112,14,26,14,12,76,147,2006,0.562,40
Jarvis Hayes,SHOOTING GUARD,24,WASHINGTON WIZARDS,17,47,25,30,19,57,27,16,1,22,38,196,2006,0.421,21
Brendan Haywood,CENTER,26,WASHINGTON WIZARDS,0,0,131,224,200,267,46,30,104,97,232,575,2006,0.514,79
Luther Head,SHOOTING GUARD,23,HOUSTON ROCKETS,113,313,86,123,33,233,215,89,9,119,169,707,2006,0.403,80
Alan Henderson,CENTER,33,CLEVELAND CAVALIERS,0,0,33,49,60,77,10,9,12,22,58,127,2006,0.516,51
Nenê,POWER FORWARD,23,DENVER NUGGETS,0,0,0,0,0,0,0,0,0,2,1,0,2006,0.0,1
Grant Hill,SMALL FORWARD,33,ORLANDO MAGIC,2,8,78,102,15,65,48,24,6,35,50,318,2006,,21
Kirk Hinrich,POINT GUARD,25,CHICAGO BULLS,126,341,256,314,29,259,514,94,21,188,251,1284,2006,0.418,81
Julius Hodge,SHOOTING GUARD,22,DENVER NUGGETS,0,0,3,8,5,2,6,2,0,8,7,13,2006,0.385,14
Randy Holcomb,SMALL FORWARD,26,CHICAGO BULLS,0,0,0,0,1,0,0,0,0,0,2,2,2006,1.0,4
Robert Horry,POWER FORWARD,35,SAN ANTONIO SPURS,53,144,44,68,71,171,79,43,51,41,115,321,2006,0.384,63
Eddie House,POINT GUARD,27,PHOENIX SUNS,123,316,33,41,15,117,148,42,12,76,96,796,2006,0.422,81
Dwight Howard,POWER FORWARD,20,ORLANDO MAGIC,0,2,356,598,288,734,125,65,115,217,277,1292,2006,0.531,82
Josh Howard,SMALL FORWARD,25,DALLAS MAVERICKS,27,63,196,267,123,248,111,68,26,79,167,923,2006,0.471,59
Juwan Howard,POWER FORWARD,32,HOUSTON ROCKETS,0,4,154,191,168,367,112,49,8,133,235,942,2006,0.459,80
Troy Hudson,POINT GUARD,29,MINNESOTA TIMBERWOLVES,40,101,48,52,8,36,106,12,4,40,55,342,2006,0.381,36
Larry Hughes,SHOOTING GUARD,27,CLEVELAND CAVALIERS,28,76,146,193,26,135,131,53,21,99,117,558,2006,0.409,36
Kris Humphries,POWER FORWARD,20,UTAH JAZZ,0,5,34,65,56,101,30,23,16,31,82,188,2006,0.379,62
Lindsey Hunter,POINT GUARD,35,DETROIT PISTONS,11,43,2,4,10,30,62,19,1,20,44,87,2006,0.37,30
Steven Hunter,CENTER,24,PHILADELPHIA 76ERS,0,0,71,138,110,161,17,12,76,64,120,421,2006,0.601,69
Andre Iguodala,SMALL FORWARD,22,PHILADELPHIA 76ERS,56,158,263,349,117,364,255,135,21,153,198,1007,2006,0.5,82
Zydrunas Ilgauskas,CENTER,30,CLEVELAND CAVALIERS,0,5,317,380,245,346,91,38,136,155,280,1217,2006,0.506,78
D.J. Mbenga,CENTER,25,DALLAS MAVERICKS,0,1,10,20,19,37,2,6,25,16,47,74,2006,0.533,43
Allen Iverson,POINT GUARD,30,PHILADELPHIA 76ERS,72,223,675,829,44,188,532,140,10,248,121,2377,2006,,72
Royal Ivey,POINT GUARD,24,ATLANTA HAWKS,4,10,24,33,31,65,74,24,7,23,147,260,2006,0.439,73
Jarrett Jack,SHOOTING GUARD,22,PORTLAND TRAIL BLAZERS,20,76,128,160,18,142,219,41,2,102,138,526,2006,0.442,79
Bobby Jackson,POINT GUARD,32,MEMPHIS GRIZZLIES,129,332,107,146,44,179,195,61,1,101,155,808,2006,0.382,71
Jermaine Jackson,POINT GUARD,29,MILWAUKEE BUCKS,1,4,12,14,8,19,25,4,1,13,19,35,2006,0.423,30
Jim Jackson,SMALL FORWARD,35,PHOENIX SUNS,14,63,9,13,11,53,31,10,6,30,46,99,2006,0.294,27
Jim Jackson,SMALL FORWARD,35,PHOENIX SUNS,14,63,9,13,11,53,31,10,6,30,46,99,2006,0.295,27
Jim Jackson,SMALL FORWARD,35,PHOENIX SUNS,14,63,9,13,11,53,31,10,6,30,46,99,2006,0.29,27
Jim Jackson,SMALL FORWARD,35,LOS ANGELES LAKERS,4,11,0,0,0,12,4,2,0,5,5,22,2006,0.294,13
Jim Jackson,SMALL FORWARD,35,LOS ANGELES LAKERS,4,11,0,0,0,12,4,2,0,5,5,22,2006,0.295,13
Jim Jackson,SMALL FORWARD,35,LOS ANGELES LAKERS,4,11,0,0,0,12,4,2,0,5,5,22,2006,0.29,13
Luke Jackson,SMALL FORWARD,24,CLEVELAND CAVALIERS,12,36,26,33,16,24,25,11,2,31,30,96,2006,0.341,36
Marc Jackson,CENTER,31,NEW JERSEY NETS,0,0,38,48,30,59,22,5,6,28,70,170,2006,0.472,37
Marc Jackson,CENTER,31,NEW JERSEY NETS,0,0,38,48,30,59,22,5,6,28,70,170,2006,0.446,37
Marc Jackson,CENTER,31,NEW JERSEY NETS,0,0,38,48,30,59,22,5,6,28,70,170,2006,0.489,37
Marc Jackson,CENTER,31,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2,28,34,56,72,22,8,2,37,56,245,2006,0.472,27
Marc Jackson,CENTER,31,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2,28,34,56,72,22,8,2,37,56,245,2006,0.446,27
Marc Jackson,CENTER,31,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2,28,34,56,72,22,8,2,37,56,245,2006,0.489,27
Stephen Jackson,SHOOTING GUARD,27,INDIANA PACERS,117,339,268,341,48,264,225,104,43,203,195,1329,2006,0.411,81
Jerome James,CENTER,30,NEW YORK KNICKS,0,0,25,40,39,52,12,3,23,51,104,137,2006,0.463,45
LeBron James,SMALL FORWARD,21,CLEVELAND CAVALIERS,127,379,601,814,75,481,521,123,66,260,181,2478,2006,0.48,79
Mike James,POINT GUARD,30,TORONTO RAPTORS,169,382,283,338,45,217,460,72,3,206,214,1604,2006,0.469,79
Antawn Jamison,SMALL FORWARD,29,WASHINGTON WIZARDS,147,373,217,297,167,598,158,90,12,137,189,1684,2006,0.442,82
Marko Jarić,POINT GUARD,27,MINNESOTA TIMBERWOLVES,40,133,95,138,60,173,293,108,21,127,189,587,2006,0.399,75
Šarūnas Jasikevičius,POINT GUARD,29,INDIANA PACERS,86,236,121,133,19,134,227,40,4,116,108,547,2006,0.396,75
Al Jefferson,POWER FORWARD,21,BOSTON CELTICS,0,4,86,134,97,202,30,30,46,62,166,464,2006,0.499,59
Richard Jefferson,SMALL FORWARD,25,NEW JERSEY NETS,60,188,471,580,95,439,297,59,17,174,193,1521,2006,0.493,78
Jared Jeffries,POWER FORWARD,24,WASHINGTON WIZARDS,16,50,99,168,164,215,148,58,50,99,223,489,2006,0.451,77
Amir Johnson,SMALL FORWARD,18,DETROIT PISTONS,2,3,4,4,3,1,3,0,2,4,7,20,2006,0.7,3
Anthony Johnson,POINT GUARD,31,INDIANA PACERS,51,155,106,141,31,137,324,63,22,115,132,691,2006,0.443,75
DerMarr Johnson,SHOOTING GUARD,25,DENVER NUGGETS,56,160,34,42,19,77,55,25,26,46,86,354,2006,0.431,58
Ervin Johnson,CENTER,38,MILWAUKEE BUCKS,0,0,1,2,5,19,2,1,2,5,23,15,2006,0.412,18
Joe Johnson,SHOOTING GUARD,24,ATLANTA HAWKS,128,360,261,330,98,237,536,103,31,267,187,1653,2006,0.453,82
Linton Johnson,SMALL FORWARD,25,NEW JERSEY NETS,0,0,1,4,0,7,2,2,0,4,7,11,2006,0.409,9
Linton Johnson,SMALL FORWARD,25,NEW JERSEY NETS,0,0,1,4,0,7,2,2,0,4,7,11,2006,0.5,9
Linton Johnson,SMALL FORWARD,25,NEW JERSEY NETS,0,0,1,4,0,7,2,2,0,4,7,11,2006,0.403,9
Linton Johnson,SMALL FORWARD,25,NEW ORLEANS/OKLAHOMA CITY HORNETS,13,36,17,23,40,75,12,10,12,24,54,142,2006,0.409,27
Linton Johnson,SMALL FORWARD,25,NEW ORLEANS/OKLAHOMA CITY HORNETS,13,36,17,23,40,75,12,10,12,24,54,142,2006,0.5,27
Linton Johnson,SMALL FORWARD,25,NEW ORLEANS/OKLAHOMA CITY HORNETS,13,36,17,23,40,75,12,10,12,24,54,142,2006,0.403,27
Dahntay Jones,SMALL FORWARD,25,MEMPHIS GRIZZLIES,3,21,60,93,20,84,39,38,15,50,108,281,2006,0.414,71
Damon Jones,POINT GUARD,29,CLEVELAND CAVALIERS,140,371,32,50,14,119,169,37,1,55,112,552,2006,0.387,82
Dwayne Jones,POWER FORWARD,22,BOSTON CELTICS,0,0,6,13,10,21,2,1,3,3,14,14,2006,0.4,14
Eddie Jones,SHOOTING GUARD,34,MEMPHIS GRIZZLIES,133,374,168,215,35,244,177,131,27,93,201,885,2006,0.404,75
Fred Jones,SHOOTING GUARD,26,INDIANA PACERS,63,187,122,160,18,152,154,55,20,107,142,651,2006,0.417,68
James Jones,SMALL FORWARD,25,PHOENIX SUNS,110,285,103,121,44,209,57,38,49,35,142,699,2006,0.418,75
Jumaine Jones,POWER FORWARD,26,CHARLOTTE BOBCATS,115,335,88,121,105,271,63,68,22,74,200,799,2006,0.405,76
Chris Kaman,CENTER,23,LOS ANGELES CLIPPERS,0,2,194,252,187,563,79,45,108,176,269,932,2006,0.523,78
Jason Kapono,SMALL FORWARD,24,MIAMI HEAT,21,53,28,33,12,59,37,7,3,20,89,207,2006,0.446,51
Mario Kasun,CENTER,25,ORLANDO MAGIC,0,0,18,23,24,36,3,2,3,15,69,80,2006,0.449,28
Viktor Khryapa,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,10,30,77,111,114,193,88,50,29,84,209,403,2006,0.462,69
Jason Kidd,POINT GUARD,32,NEW JERSEY NETS,139,395,194,244,86,494,672,150,29,192,157,1065,2006,,80
Andrei Kirilenko,SMALL FORWARD,24,UTAH JAZZ,36,117,346,495,161,391,299,102,220,203,162,1054,2006,0.46,69
Linas Kleiza,POWER FORWARD,21,DENVER NUGGETS,2,13,57,81,38,78,15,10,13,16,87,213,2006,0.445,61
Brevin Knight,POINT GUARD,30,CHARLOTTE BOBCATS,3,13,252,314,35,188,610,157,4,164,202,871,2006,0.399,69
Yaroslav Korolev,SMALL FORWARD,18,LOS ANGELES CLIPPERS,2,7,7,10,5,8,9,3,0,6,11,27,2006,0.3,24
Kyle Korver,SMALL FORWARD,24,PHILADELPHIA 76ERS,184,438,101,119,27,243,163,65,26,98,224,939,2006,0.43,82
Nenad Krstić,POWER FORWARD,22,NEW JERSEY NETS,1,4,185,265,182,331,88,32,63,133,297,1080,2006,0.507,80
Toni Kukoč,POWER FORWARD,37,MILWAUKEE BUCKS,45,147,40,56,26,124,139,33,17,66,87,317,2006,,65
Raef LaFrentz,POWER FORWARD,29,BOSTON CELTICS,112,286,51,75,80,326,115,29,72,65,273,639,2006,0.431,82
Maciej Lampe,CENTER,20,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,0,0,0,1,3,2,0,0,1,2,0,2006,0.182,2
Maciej Lampe,CENTER,20,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,0,0,0,1,3,2,0,0,1,2,0,2006,0.0,2
Maciej Lampe,CENTER,20,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,0,0,0,1,3,2,0,0,1,2,0,2006,0.286,2
Maciej Lampe,CENTER,20,HOUSTON ROCKETS,0,0,0,2,3,2,0,0,0,2,0,4,2006,0.182,4
Maciej Lampe,CENTER,20,HOUSTON ROCKETS,0,0,0,2,3,2,0,0,0,2,0,4,2006,0.0,4
Maciej Lampe,CENTER,20,HOUSTON ROCKETS,0,0,0,2,3,2,0,0,0,2,0,4,2006,0.286,4
David Lee,SMALL FORWARD,22,NEW YORK KNICKS,0,0,71,123,109,194,43,30,20,51,124,345,2006,0.596,67
Voshon Lenard,SHOOTING GUARD,32,DENVER NUGGETS,10,35,5,13,2,26,18,8,2,11,21,99,2006,0.393,12
Voshon Lenard,SHOOTING GUARD,32,DENVER NUGGETS,10,35,5,13,2,26,18,8,2,11,21,99,2006,0.408,12
Voshon Lenard,SHOOTING GUARD,32,DENVER NUGGETS,10,35,5,13,2,26,18,8,2,11,21,99,2006,0.375,12
Voshon Lenard,SHOOTING GUARD,32,PORTLAND TRAIL BLAZERS,15,43,11,18,3,16,23,13,2,20,18,92,2006,0.393,14
Voshon Lenard,SHOOTING GUARD,32,PORTLAND TRAIL BLAZERS,15,43,11,18,3,16,23,13,2,20,18,92,2006,0.408,14
Voshon Lenard,SHOOTING GUARD,32,PORTLAND TRAIL BLAZERS,15,43,11,18,3,16,23,13,2,20,18,92,2006,0.375,14
Rashard Lewis,SMALL FORWARD,26,SEATTLE SUPERSONICS,142,370,350,428,111,279,182,102,50,141,191,1568,2006,0.467,78
Randy Livingston,POINT GUARD,30,CHICAGO BULLS,0,0,0,0,1,3,1,1,0,1,6,0,2006,0.0,5
Shaun Livingston,POINT GUARD,20,LOS ANGELES CLIPPERS,1,8,53,77,41,142,273,46,32,111,160,352,2006,0.427,61
John Lucas III,POINT GUARD,23,HOUSTON ROCKETS,2,9,0,0,2,3,12,5,0,7,6,30,2006,0.389,13
Tyronn Lue,POINT GUARD,28,ATLANTA HAWKS,58,127,118,138,13,69,157,26,3,75,113,560,2006,0.459,51
Arvydas Macijauskas,SHOOTING GUARD,26,NEW ORLEANS/OKLAHOMA CITY HORNETS,3,12,13,15,3,7,5,7,0,8,10,44,2006,0.341,19
Mark Madsen,CENTER,30,MINNESOTA TIMBERWOLVES,0,7,20,47,50,91,11,23,17,26,114,74,2006,0.409,62
Corey Maggette,SMALL FORWARD,26,LOS ANGELES CLIPPERS,24,71,212,256,28,141,66,19,4,78,95,570,2006,0.445,32
Jamaal Magloire,CENTER,27,MILWAUKEE BUCKS,0,0,178,333,220,558,56,29,80,166,276,752,2006,0.467,82
Stephon Marbury,POINT GUARD,28,NEW YORK KNICKS,33,104,246,326,25,150,382,63,4,157,143,977,2006,0.451,60
Shawn Marion,POWER FORWARD,27,PHOENIX SUNS,96,290,241,298,249,710,143,160,137,125,223,1769,2006,0.525,81
Sean Marks,POWER FORWARD,30,SAN ANTONIO SPURS,0,3,7,12,12,31,7,5,7,7,21,81,2006,0.521,25
Donyell Marshall,POWER FORWARD,32,CLEVELAND CAVALIERS,128,395,92,123,105,387,60,59,41,90,160,750,2006,0.395,81
Rawle Marshall,SMALL FORWARD,23,DALLAS MAVERICKS,1,3,22,29,8,23,10,8,7,15,17,71,2006,0.4,23
Darrick Martin,POINT GUARD,34,TORONTO RAPTORS,16,40,18,24,2,18,57,17,0,15,42,102,2006,0.351,40
Kenyon Martin,POWER FORWARD,28,DENVER NUGGETS,5,22,121,170,93,260,79,43,52,72,171,720,2006,0.495,56
Kevin Martin,SHOOTING GUARD,22,SACRAMENTO KINGS,66,179,188,222,58,203,97,55,9,81,138,778,2006,0.48,72
Desmond Mason,SMALL FORWARD,28,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,6,206,302,64,234,66,42,17,113,136,757,2006,0.399,70
Jason Maxiell,POWER FORWARD,22,DETROIT PISTONS,0,0,14,42,12,16,3,4,5,11,14,60,2006,0.426,26
Sean May,POWER FORWARD,21,CHARLOTTE BOBCATS,0,5,49,64,42,67,22,17,12,33,58,189,2006,0.409,23
Rashad McCants,SHOOTING GUARD,21,MINNESOTA TIMBERWOLVES,67,180,78,106,29,114,63,44,22,86,176,627,2006,0.45,79
Walter McCarty,SMALL FORWARD,31,LOS ANGELES CLIPPERS,10,45,12,21,15,53,23,8,5,19,52,88,2006,0.333,36
Antonio McDyess,POWER FORWARD,31,DETROIT PISTONS,0,2,68,122,156,280,90,46,48,76,220,638,2006,0.509,82
Tracy McGrady,SMALL FORWARD,26,HOUSTON ROCKETS,73,234,254,340,46,261,225,59,41,120,88,1147,2006,,47
Jeff McInnis,SHOOTING GUARD,31,NEW JERSEY NETS,3,16,20,29,11,39,52,11,2,29,37,149,2006,0.441,28
Aaron McKie,POINT GUARD,33,LOS ANGELES LAKERS,0,2,1,2,3,17,11,5,0,2,7,7,2006,0.25,14
Keith McLeod,POINT GUARD,26,UTAH JAZZ,24,82,106,133,11,67,151,42,9,76,131,370,2006,0.353,66
Stanislav Medvedenko,POWER FORWARD,26,LOS ANGELES LAKERS,0,0,0,0,0,0,1,0,0,0,1,2,2006,0.5,2
Chris Mihm,CENTER,26,LOS ANGELES LAKERS,0,0,144,201,137,236,61,16,73,83,214,604,2006,0.501,59
Aaron Miles,POINT GUARD,22,GOLDEN STATE WARRIORS,0,0,4,4,0,14,24,4,1,11,13,16,2006,0.333,19
C.J. Miles,POINT GUARD,18,UTAH JAZZ,5,20,18,24,18,20,16,7,2,9,20,79,2006,0.368,23
Darius Miles,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,2,10,87,163,24,158,73,42,39,99,100,559,2006,0.461,40
Darko Miličić,CENTER,20,DETROIT PISTONS,0,2,3,8,10,18,9,3,15,15,25,37,2006,0.509,25
Darko Miličić,CENTER,20,DETROIT PISTONS,0,2,3,8,10,18,9,3,15,15,25,37,2006,0.515,25
Darko Miličić,CENTER,20,DETROIT PISTONS,0,2,3,8,10,18,9,3,15,15,25,37,2006,0.507,25
Darko Miličić,CENTER,20,ORLANDO MAGIC,0,0,25,42,34,89,32,11,62,36,67,229,2006,0.509,30
Darko Miličić,CENTER,20,ORLANDO MAGIC,0,0,25,42,34,89,32,11,62,36,67,229,2006,0.515,30
Darko Miličić,CENTER,20,ORLANDO MAGIC,0,0,25,42,34,89,32,11,62,36,67,229,2006,0.507,30
Andre Miller,POINT GUARD,29,DENVER NUGGETS,5,27,313,424,92,259,674,106,18,256,213,1126,2006,0.463,82
Brad Miller,CENTER,29,SACRAMENTO KINGS,34,88,280,338,122,493,374,61,62,180,234,1182,2006,0.495,79
Mike Miller,SHOOTING GUARD,25,MEMPHIS GRIZZLIES,138,339,168,210,42,355,200,52,27,140,173,1014,2006,0.466,74
Yao Ming,CENTER,25,HOUSTON ROCKETS,0,1,337,395,148,433,85,30,94,147,195,1271,2006,,57
Cuttino Mobley,SHOOTING GUARD,30,LOS ANGELES CLIPPERS,83,245,229,273,50,291,238,93,36,145,208,1170,2006,0.426,79
Nazr Mohammed,CENTER,28,SAN ANTONIO SPURS,0,0,113,144,163,255,40,21,49,91,220,493,2006,0.504,80
Sergei Monia,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,9,33,8,12,11,40,19,6,5,12,41,75,2006,0.333,23
Sergei Monia,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,9,33,8,12,11,40,19,6,5,12,41,75,2006,0.341,23
Sergei Monia,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,9,33,8,12,11,40,19,6,5,12,41,75,2006,0.0,23
Sergei Monia,SMALL FORWARD,22,SACRAMENTO KINGS,0,1,2,2,0,1,0,1,0,0,0,2,2006,0.333,3
Sergei Monia,SMALL FORWARD,22,SACRAMENTO KINGS,0,1,2,2,0,1,0,1,0,0,0,2,2006,0.341,3
Sergei Monia,SMALL FORWARD,22,SACRAMENTO KINGS,0,1,2,2,0,1,0,1,0,0,0,2,2006,0.0,3
Mikki Moore,CENTER,30,SEATTLE SUPERSONICS,0,2,46,62,44,86,27,7,15,40,92,154,2006,0.435,47
Terence Morris,SMALL FORWARD,27,ORLANDO MAGIC,0,2,3,3,6,32,4,6,5,7,19,35,2006,0.327,22
Alonzo Mourning,CENTER,35,MIAMI HEAT,0,1,133,224,125,234,11,13,173,79,177,509,2006,,65
Troy Murphy,POWER FORWARD,25,GOLDEN STATE WARRIORS,58,181,251,319,195,548,101,47,26,108,191,1035,2006,0.433,74
Lamond Murray,SMALL FORWARD,32,NEW JERSEY NETS,27,78,25,40,29,103,13,17,7,22,66,196,2006,0.398,57
Ronald Murray,SHOOTING GUARD,26,SEATTLE SUPERSONICS,17,76,99,138,18,68,120,30,4,79,69,474,2006,0.418,48
Ronald Murray,SHOOTING GUARD,26,SEATTLE SUPERSONICS,17,76,99,138,18,68,120,30,4,79,69,474,2006,0.397,48
Ronald Murray,SHOOTING GUARD,26,SEATTLE SUPERSONICS,17,76,99,138,18,68,120,30,4,79,69,474,2006,0.448,48
Ronald Murray,SHOOTING GUARD,26,CLEVELAND CAVALIERS,20,65,73,104,15,52,77,38,7,56,64,377,2006,0.418,28
Ronald Murray,SHOOTING GUARD,26,CLEVELAND CAVALIERS,20,65,73,104,15,52,77,38,7,56,64,377,2006,0.397,28
Ronald Murray,SHOOTING GUARD,26,CLEVELAND CAVALIERS,20,65,73,104,15,52,77,38,7,56,64,377,2006,0.448,28
Dikembe Mutombo,CENTER,39,HOUSTON ROCKETS,0,0,69,91,100,206,4,17,57,35,128,169,2006,,64
Boniface N'Dong,CENTER,28,LOS ANGELES CLIPPERS,0,1,6,9,15,22,7,2,5,6,23,50,2006,0.415,23
Boštjan Nachbar,POWER FORWARD,25,NEW ORLEANS/OKLAHOMA CITY HORNETS,17,57,25,36,4,45,22,13,5,20,52,126,2006,0.346,25
Boštjan Nachbar,POWER FORWARD,25,NEW ORLEANS/OKLAHOMA CITY HORNETS,17,57,25,36,4,45,22,13,5,20,52,126,2006,0.339,25
Boštjan Nachbar,POWER FORWARD,25,NEW ORLEANS/OKLAHOMA CITY HORNETS,17,57,25,36,4,45,22,13,5,20,52,126,2006,0.375,25
Boštjan Nachbar,SMALL FORWARD,25,NEW JERSEY NETS,2,14,5,8,4,7,5,3,0,4,13,31,2006,0.346,11
Boštjan Nachbar,SMALL FORWARD,25,NEW JERSEY NETS,2,14,5,8,4,7,5,3,0,4,13,31,2006,0.339,11
Boštjan Nachbar,SMALL FORWARD,25,NEW JERSEY NETS,2,14,5,8,4,7,5,3,0,4,13,31,2006,0.375,11
Lee Nailon,POWER FORWARD,30,PHILADELPHIA 76ERS,0,0,13,15,23,19,7,8,4,10,32,93,2006,0.5,22
Eduardo Nájera,POWER FORWARD,29,DENVER NUGGETS,4,12,89,114,128,197,52,53,34,54,165,347,2006,0.422,64
Steve Nash,POINT GUARD,31,PHOENIX SUNS,150,342,257,279,47,286,826,61,12,276,120,1489,2006,,79
Jameer Nelson,POINT GUARD,23,ORLANDO MAGIC,70,165,141,181,39,141,302,70,9,148,174,905,2006,0.483,62
Rasho Nesterović,CENTER,29,SAN ANTONIO SPURS,0,2,18,30,114,195,33,21,88,53,209,362,2006,0.515,80
Ira Newble,SHOOTING GUARD,31,CLEVELAND CAVALIERS,3,13,11,16,21,35,9,5,10,12,47,48,2006,0.298,36
Andrés Nocioni,POWER FORWARD,26,CHICAGO BULLS,93,238,204,242,89,411,117,40,52,120,252,1063,2006,0.461,82
Moochie Norris,POINT GUARD,32,HOUSTON ROCKETS,0,5,13,17,9,25,29,14,1,16,31,65,2006,0.411,29
Moochie Norris,POINT GUARD,32,HOUSTON ROCKETS,0,5,13,17,9,25,29,14,1,16,31,65,2006,0.4,29
Moochie Norris,POINT GUARD,32,HOUSTON ROCKETS,0,5,13,17,9,25,29,14,1,16,31,65,2006,0.426,29
Moochie Norris,POINT GUARD,32,NEW ORLEANS/OKLAHOMA CITY HORNETS,4,9,16,25,3,17,21,6,0,17,18,60,2006,0.411,16
Moochie Norris,POINT GUARD,32,NEW ORLEANS/OKLAHOMA CITY HORNETS,4,9,16,25,3,17,21,6,0,17,18,60,2006,0.4,16
Moochie Norris,POINT GUARD,32,NEW ORLEANS/OKLAHOMA CITY HORNETS,4,9,16,25,3,17,21,6,0,17,18,60,2006,0.426,16
Dirk Nowitzki,POWER FORWARD,27,DALLAS MAVERICKS,110,271,539,598,115,613,226,58,83,156,164,2151,2006,0.48,81
Jermaine O'Neal,POWER FORWARD,27,INDIANA PACERS,3,10,261,368,102,374,133,27,117,151,177,1024,2006,0.472,51
Shaquille O'Neal,CENTER,33,MIAMI HEAT,0,0,221,471,172,369,113,23,104,168,230,1181,2006,,59
Fabricio Oberto,CENTER,30,SAN ANTONIO SPURS,0,2,15,27,57,66,27,9,11,28,91,103,2006,0.473,59
Lamar Odom,POWER FORWARD,26,LOS ANGELES LAKERS,80,215,216,313,181,557,443,75,64,213,256,1186,2006,0.481,80
Emeka Okafor,POWER FORWARD,23,CHARLOTTE BOBCATS,0,0,82,125,94,167,31,22,50,53,88,344,2006,0.415,26
